   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      502    0.001    0.000    0.001    0.000 utils.py:108(__init__)
      502    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        3    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
     1006    0.003    0.000    0.344    0.000 utils.py:194(inner)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
     1004    0.003    0.000    0.004    0.000 utils.py:273(_is_ascii)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:297(_screen_shape_windows)
      502    0.001    0.000    0.013    0.000 utils.py:374(_text_width)
    29610    0.006    0.000    0.009    0.000 utils.py:375(<genexpr>)
      502    0.001    0.000    0.014    0.000 utils.py:378(disp_len)
     3600    0.005    0.000    0.008    0.000 weakref.py:368(__init__)
     1800    0.001    0.000    0.001    0.000 weakref.py:418(__len__)
   360400    0.139    0.000    0.174    0.000 weakref.py:452(get)
     9600    0.015    0.000    0.023    0.000 weakref.py:47(__new__)
     1800    0.002    0.000    0.003    0.000 weakref.py:511(update)
      600    0.003    0.000    0.010    0.000 weakref.py:54(_cb)
     1200    0.001    0.000    0.001    0.000 widgets.py:38(__init__)
      600    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.fill}
      600    0.030    0.000    0.030    0.000 {built-in method PIL._imaging.map_buffer}
      600    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.zip_encoder}
  8896162    2.903    0.000    2.903    0.000 {built-in method __new__ of type object at 0x00007FFDC99E4B00}
   719590    1.076    0.000    1.127    0.000 {built-in method _abc._abc_instancecheck}
61311/61237    0.036    0.000    0.036    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      800    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      200    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
    10044    0.006    0.000    0.006    0.000 {built-in method _struct.pack}
     1005    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
   147809    0.029    0.000    0.029    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
   115094    0.180    0.000    0.180    0.000 {built-in method _winapi.LCMapStringEx}
      103    0.002    0.000    0.002    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.002    0.002 {built-in method builtins.__import__}
  6720265    2.451    0.000    2.451    0.000 {built-in method builtins.abs}
  4620440   10.577    0.000   46.793    0.000 {built-in method builtins.all}
  2623597    3.486    0.000   62.767    0.000 {built-in method builtins.any}
   408403    0.036    0.000    0.036    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
   204551    0.031    0.000    0.031    0.000 {built-in method builtins.delattr}
    46308    0.013    0.000    0.013    0.000 {built-in method builtins.divmod}
      2/1    0.000    0.000    0.002    0.002 {built-in method builtins.exec}
115831027   57.764    0.000   78.445    0.000 {built-in method builtins.getattr}
 80306384   56.528    0.000   83.727    0.000 {built-in method builtins.hasattr}
945309/580609    0.183    0.000    0.908    0.000 {built-in method builtins.hash}
 84830049    9.636    0.000    9.636    0.000 {built-in method builtins.id}
151323971   27.091    0.000   28.660    0.000 {built-in method builtins.isinstance}
 16756315    2.000    0.000    2.000    0.000 {built-in method builtins.issubclass}
 27173396    7.303    0.000    7.303    0.000 {built-in method builtins.iter}
28645346/27643356    4.370    0.000    4.828    0.000 {built-in method builtins.len}
     7600    0.004    0.000    0.004    0.000 {built-in method builtins.locals}
  1423574    0.869    0.000    1.482    0.000 {built-in method builtins.max}
    24001    0.017    0.000    0.034    0.000 {built-in method builtins.min}
597200/513800    0.217    0.000    2.398    0.000 {built-in method builtins.next}
    10542    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
    40500    0.099    0.000    0.099    0.000 {built-in method builtins.round}
   589929    0.120    0.000    0.153    0.000 {built-in method builtins.setattr}
   219200    0.132    0.000    0.210    0.000 {built-in method builtins.sorted}
     1702    0.003    0.000    0.012    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      600    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        2    0.001    0.000    0.001    0.000 {built-in method io.open_code}
     1102    0.275    0.000    0.275    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
   494790    0.229    0.000    0.229    0.000 {built-in method math.ceil}
   105900    0.028    0.000    0.028    0.000 {built-in method math.cos}
    21600    0.003    0.000    0.003    0.000 {built-in method math.floor}
     4000    0.001    0.000    0.001    0.000 {built-in method math.isfinite}
    43200    0.017    0.000    0.017    0.000 {built-in method math.log10}
   494790    0.652    0.000    0.652    0.000 {built-in method math.log}
   126150    0.019    0.000    0.019    0.000 {built-in method math.radians}
   105900    0.018    0.000    0.018    0.000 {built-in method math.sin}
   256950    0.544    0.000    0.544    0.000 {built-in method matplotlib._path.affine_transform}
      800    0.008    0.000    0.008    0.000 {built-in method matplotlib._path.is_sorted_and_has_non_nan}
      800    0.020    0.000    0.021    0.000 {built-in method matplotlib._path.update_path_extents}
      503    0.001    0.000    0.001    0.000 {built-in method now}
        3    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
   293044    0.040    0.000    0.040    0.000 {built-in method nt.fspath}
    58053    0.015    0.000    0.015    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
      200    0.012    0.000    0.012    0.000 {built-in method nt.mkdir}
     1012    0.120    0.000    0.120    0.000 {built-in method nt.stat}
    11400    0.008    0.000    0.008    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
    22400    0.050    0.000    0.050    0.000 {built-in method numpy.arange}
 10682315  281.815    0.000  281.815    0.000 {built-in method numpy.array}
 12413921    3.465    0.000    3.465    0.000 {built-in method numpy.asanyarray}
   547875    0.302    0.000    0.302    0.000 {built-in method numpy.asarray}
    68809    0.026    0.000    0.026    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
     2102    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
    57553    0.018    0.000    0.018    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
     1200    0.001    0.000    0.001    0.000 {built-in method sys.exc_info}
      601    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
    13200    0.005    0.000    0.005    0.000 {built-in method sys.intern}
      600    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
    57547    0.247    0.000    0.247    0.000 {built-in method time.localtime}
    57547    0.277    0.000    0.277    0.000 {built-in method time.strftime}
    59549    0.017    0.000    0.017    0.000 {built-in method time.time}
  1154510    1.388    0.000    1.388    0.000 {built-in method torch._C._are_functorch_transforms_active}
  1154510    0.754    0.000    0.754    0.000 {built-in method torch._C._cuda_getDeviceCount}
  1154510    3.374    0.000    3.374    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
  4618040    1.099    0.000    1.099    0.000 {built-in method torch._C._dynamo.eval_frame.set_eval_frame}
  4618040    3.415    0.000    3.415    0.000 {built-in method torch._C._get_privateuse1_backend_name}
     9200    0.008    0.000    0.008    0.000 {built-in method torch._C._get_tensor_metadata}
102527520  137.240    0.000  137.240    0.000 {built-in method torch._C._get_tracing_state}
  3463530   52.655    0.000   52.655    0.000 {built-in method torch._C._group_tensors_by_device_and_dtype}
     9200    0.006    0.000    0.006    0.000 {built-in method torch._C._has_storage}
 11222828    2.616    0.000    2.616    0.000 {built-in method torch._C._has_torch_function_unary}
   989580    0.354    0.000    0.354    0.000 {built-in method torch._C._has_torch_function_variadic}
  2638880    1.023    0.000    1.023    0.000 {built-in method torch._C._has_torch_function}
  1312814   46.044    0.000   46.044    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
      100    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
 32574570 2019.260    0.000 2019.260    0.000 {built-in method torch._C._nn.linear}
   989580   57.375    0.000   57.375    0.000 {built-in method torch._C._nn.mse_loss}
 19152720    8.981    0.000    8.981    0.000 {built-in method torch._C._set_grad_enabled}
  2309020   66.048    0.000   66.048    0.000 {built-in method torch._foreach_add_}
  1154510   37.989    0.000   37.989    0.000 {built-in method torch._foreach_addcdiv_}
  1154510   34.667    0.000   34.667    0.000 {built-in method torch._foreach_addcmul_}
  1154510   32.914    0.000   32.914    0.000 {built-in method torch._foreach_div_}
  1154510   43.026    0.000   43.026    0.000 {built-in method torch._foreach_lerp_}
  2309020   60.468    0.000   60.468    0.000 {built-in method torch._foreach_mul_}
  1154510  144.238    0.000  144.238    0.000 {built-in method torch._foreach_norm}
  1154510   74.067    0.000   74.067    0.000 {built-in method torch._foreach_sqrt}
  2309020   51.388    0.000   51.388    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
  2309020   18.952    0.000   18.952    0.000 {built-in method torch._ops.profiler.}
   989580    4.619    0.000    4.619    0.000 {built-in method torch.broadcast_tensors}
 17359330  475.742    0.000  475.742    0.000 {built-in method torch.cat}
  1154510   32.566    0.000   32.566    0.000 {built-in method torch.clamp}
       40    0.000    0.000    0.000    0.000 {built-in method torch.get_default_dtype}
 19019050 2665.977    0.000 2665.977    0.000 {built-in method torch.gru}
 15833280    8.527    0.000    8.527    0.000 {built-in method torch.is_complex}
 28729080    6.574    0.000    6.574    0.000 {built-in method torch.is_grad_enabled}
   494790   15.459    0.000   15.459    0.000 {built-in method torch.min}
  1154510   42.661    0.000   42.661    0.000 {built-in method torch.ones_like}
   494790   22.279    0.000   22.279    0.000 {built-in method torch.randn_like}
  5947900  167.265    0.000  167.265    0.000 {built-in method torch.relu}
   494790   15.969    0.000   15.969    0.000 {built-in method torch.rsub}
  1154510   50.477    0.000   50.477    0.000 {built-in method torch.stack}
  3803810  113.849    0.000  113.849    0.000 {built-in method torch.sum}
  1659720   39.270    0.000   39.270    0.000 {built-in method torch.tanh}
  4628500  133.467    0.000  133.467    0.000 {built-in method torch.tensor}
       80    0.002    0.000    0.002    0.000 {built-in method torch.zeros_like}
  3803810  124.720    0.000  124.720    0.000 {built-in method torch.zeros}
    29108    0.003    0.000    0.003    0.000 {built-in method unicodedata.east_asian_width}
     7644    0.026    0.000    0.026    0.000 {built-in method zlib.crc32}
  1991365    0.258    0.000    0.258    0.000 {function RcParams.__getitem__ at 0x000002C1FFE1BBE0}
      600    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
     3200    0.005    0.000    0.005    0.000 {method '__copy__' of 'numpy.ndarray' objects}
    44425    0.043    0.000    0.043    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
      504    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      504    0.072    0.000    0.072    0.000 {method '__exit__' of '_io._IOBase' objects}
     1706    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      510    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
  2309020    0.599    0.000    0.599    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
   297155    0.206    0.000    0.252    0.000 {method '__reduce_ex__' of 'object' objects}
      505    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
   116200    0.038    0.000    0.038    0.000 {method 'acquire' of '_thread.RLock' objects}
     4004    0.199    0.000    0.199    0.000 {method 'acquire' of '_thread.lock' objects}
199969315   27.350    0.000   36.212    0.000 {method 'add' of 'set' objects}
    46800    0.027    0.000    0.172    0.000 {method 'all' of 'numpy.ndarray' objects}
    12200    0.008    0.000    0.045    0.000 {method 'any' of 'numpy.ndarray' objects}
   985109    0.446    0.000    0.446    0.000 {method 'append' of 'collections.deque' objects}
115372089   12.768    0.000   12.768    0.000 {method 'append' of 'list' objects}
   732389    0.362    0.000    0.362    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
    29175    0.025    0.000    0.025    0.000 {method 'astype' of 'numpy.ndarray' objects}
126822474    8.780    0.000    8.780    0.000 {method 'bit_length' of 'int' objects}
   989580   26.941    0.000   26.941    0.000 {method 'clamp' of 'torch._C.TensorBase' objects}
      600    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
      500    0.002    0.000    0.002    0.000 {method 'clear' of 'collections.deque' objects}
      600    0.001    0.000    0.001    0.000 {method 'clear' of 'list' objects}
   439861    1.098    0.000    2.803    0.000 {method 'clip' of 'numpy.generic' objects}
  1582739    1.550    0.000   13.771    0.000 {method 'clip' of 'numpy.ndarray' objects}
      600    0.059    0.000    0.059    0.000 {method 'close' of '_io.BufferedRandom' objects}
      100    0.010    0.000    0.010    0.000 {method 'close' of '_io.FileIO' objects}
    12200    0.004    0.000    0.004    0.000 {method 'copy' of 'dict' objects}
   239800    0.025    0.000    0.025    0.000 {method 'copy' of 'list' objects}
 13871953    8.470    0.000    8.470    0.000 {method 'copy' of 'numpy.ndarray' objects}
     7400    0.331    0.000    0.331    0.000 {method 'copy_' of 'torch._C.StorageBase' objects}
  7586780  140.514    0.000  140.514    0.000 {method 'copy_' of 'torch._C.TensorBase' objects}
   263350    0.066    0.000    0.066    0.000 {method 'count' of 'str' objects}
  1000000   87.625    0.000   87.625    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
    20600    0.042    0.000    0.042    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
    27600    0.003    0.000    0.003    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
       28    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
  1000000    4.604    0.000    4.604    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
 72272390   15.038    0.000   15.038    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     1200    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
      100    0.776    0.008    1.740    0.017 {method 'dump' of '_pickle.Pickler' objects}
     1422   11.583    0.008   11.583    0.008 {method 'encode' of 'ImagingEncoder' objects}
     1302    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
       79    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
  1191365    0.300    0.000    0.300    0.000 {method 'extend' of 'list' objects}
    57547    0.026    0.000    0.026    0.000 {method 'find' of 'str' objects}
  1000000    5.496    0.000    5.496    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      600    0.004    0.000    0.004    0.000 {method 'flush' of '_io.BufferedRandom' objects}
    57547    7.672    0.000    7.672    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     8807    0.009    0.000    0.011    0.000 {method 'format' of 'str' objects}
      506    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
  7511402    1.101    0.000    1.101    0.000 {method 'get' of 'dict' objects}
    18402    0.003    0.000    0.003    0.000 {method 'get' of 'mappingproxy' objects}
179540588   15.207    0.000   15.207    0.000 {method 'getrandbits' of '_random.Random' objects}
      100    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.BytesIO' objects}
     9200    0.002    0.000    0.002    0.000 {method 'has_names' of 'torch._C.TensorBase' objects}
      600    0.001    0.000    0.001    0.000 {method 'indices' of 'slice' objects}
     2493    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
      600    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
 33474164  120.220    0.000  120.220    0.000 {method 'item' of 'torch._C.TensorBase' objects}
 85403356    9.667    0.000    9.667    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     3822    0.001    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
   159520    0.047    0.000    0.047    0.000 {method 'join' of 'str' objects}
  2309120    0.497    0.000    0.497    0.000 {method 'keys' of 'dict' objects}
    39705    0.006    0.000    0.006    0.000 {method 'lower' of 'str' objects}
     1200    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
   272266    0.102    0.000    0.102    0.000 {method 'match' of 're.Pattern' objects}
   220208    0.077    0.000    0.405    0.000 {method 'max' of 'numpy.ndarray' objects}
   164930    5.712    0.000    5.712    0.000 {method 'mean' of 'torch._C.TensorBase' objects}
   168500    0.071    0.000    0.464    0.000 {method 'min' of 'numpy.ndarray' objects}
      600    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
     1600    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
    24000    0.005    0.000    0.005    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
    21600    0.019    0.000    0.019    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
  1154510    0.900    0.000    0.900    0.000 {method 'numel' of 'torch._C.TensorBase' objects}
  1000000    6.028    0.000    6.028    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     1200    0.001    0.000    0.001    0.000 {method 'pixel_access' of 'ImagingCore' objects}
      600    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      600    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
   248377    0.035    0.000    0.035    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
  5062130    1.536    0.000    1.536    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
  1154510   28.537    0.000   28.537    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
  2021854    8.688    0.000    8.688    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      505    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
   116200    0.017    0.000    0.017    0.000 {method 'release' of '_thread.RLock' objects}
      497    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
     3000    0.014    0.000    0.014    0.000 {method 'remove' of 'list' objects}
      603    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
   272947    0.065    0.000    0.065    0.000 {method 'replace' of 'str' objects}
    11400    0.012    0.000    0.012    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
  8291950    5.034    0.000    5.034    0.000 {method 'reshape' of 'numpy.ndarray' objects}
  1484370    9.785    0.000    9.785    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
      800    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
     1200    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
   176249    0.054    0.000    0.054    0.000 {method 'rfind' of 'str' objects}
    40908    0.089    0.000    0.089    0.000 {method 'round' of 'numpy.ndarray' objects}
     4211    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
    57785    0.021    0.000    0.021    0.000 {method 'rstrip' of 'str' objects}
  1154510 6181.916    0.005 6181.916    0.005 {method 'run_backward' of 'torch._C._EngineBase' objects}
     5600    0.010    0.000    0.010    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
    11400    0.014    0.000    0.014    0.000 {method 'set' of '_contextvars.ContextVar' objects}
    20001    0.004    0.000    0.004    0.000 {method 'setdefault' of 'dict' objects}
      600    0.001    0.000    0.001    0.000 {method 'setimage' of 'ImagingEncoder' objects}
 83528090   47.862    0.000   47.862    0.000 {method 'size' of 'torch._C.TensorBase' objects}
  3803810   96.456    0.000   96.456    0.000 {method 'softmax' of 'torch._C.TensorBase' objects}
      600    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
     1200    0.001    0.000    0.001    0.000 {method 'sort' of 'numpy.ndarray' objects}
      112    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
   239554    0.121    0.000    0.121    0.000 {method 'split' of 'str' objects}
  3803810   24.324    0.000   24.324    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     1516    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
     9200    0.002    0.000    0.002    0.000 {method 'storage_offset' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
     9200    0.002    0.000    0.002    0.000 {method 'stride' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      502    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
    22100    0.013    0.000    0.094    0.000 {method 'sum' of 'numpy.ndarray' objects}
     1200    0.001    0.000    0.001    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
 20461740  307.949    0.000  307.949    0.000 {method 'to' of 'torch._C.TensorBase' objects}
  2087650    0.939    0.000    0.939    0.000 {method 'tolist' of 'numpy.ndarray' objects}
 39038100  179.409    0.000  179.409    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
     9200    0.003    0.000    0.003    0.000 {method 'untyped_storage' of 'torch._C.TensorBase' objects}
   285682    0.084    0.000    0.084    0.000 {method 'update' of 'dict' objects}
     3600    0.001    0.000    0.001    0.000 {method 'update' of 'set' objects}
  1156310    0.364    0.000    0.364    0.000 {method 'upper' of 'str' objects}
  4623040    0.902    0.000    0.902    0.000 {method 'values' of 'collections.OrderedDict' objects}
 30801775    6.508    0.000    6.508    0.000 {method 'values' of 'dict' objects}
      600    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
   732389    0.308    0.000    0.308    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
    12066    1.480    0.000    1.480    0.000 {method 'write' of '_io.BufferedRandom' objects}
      506    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
    58048    0.249    0.000    0.249    0.000 {method 'write' of '_io.TextIOWrapper' objects}
